  0	4.783e-01
  c	3.478e-01
  d	4.348e-02
  e	4.348e-02
  l	4.348e-02
  y	4.348e-02
 0 	1.882e-01
 0.	5.882e-03
 00	7.824e-01
 a 	2.990e-01
 a0	2.227e-03
 aa	1.114e-03
 ab	1.002e-02
 ac	8.296e-02
 ad	4.120e-02
 af	1.114e-02
 ag	2.506e-02
 ah	1.281e-02
 ai	5.568e-04
 aj	2.227e-03
 al	1.442e-01
 am	2.283e-02
 an	5.290e-02
 ao	2.339e-02
 ap	7.071e-02
 aq	1.336e-02
 ar	2.227e-02
 as	7.405e-02
 at	2.004e-02
 au	4.176e-02
 av	6.125e-03
 ay	1.949e-02
 az	5.568e-04
 b 	5.556e-03
 ba	2.944e-01
 be	1.167e-01
 bi	1.389e-01
 bl	6.111e-02
 bo	1.111e-02
 br	1.111e-01
 bs	2.222e-02
 bu	2.389e-01
 c 	5.299e-04
 c0	4.240e-03
 ca	1.023e-01
 cd	2.120e-03
 ce	2.968e-02
 ch	5.299e-04
 ci	4.134e-02
 cl	2.226e-02
 cm	9.009e-03
 co	6.396e-01
 cr	4.716e-02
 cu	1.012e-01
 d 	3.114e-04
 da	2.554e-02
 db	9.343e-04
 dc	3.114e-04
 de	8.748e-01
 df	3.114e-04
 di	6.976e-02
 dn	3.114e-04
 do	1.682e-02
 dr	1.869e-03
 du	9.031e-03
 e 	2.916e-03
 ec	1.662e-02
 ed	1.458e-03
 ee	2.916e-04
 ef	1.225e-02
 ej	8.749e-03
 el	2.304e-01
 em	3.791e-02
 en	2.832e-01
 eq	3.791e-03
 er	4.083e-03
 es	3.004e-01
 et	5.833e-04
 eu	4.433e-02
 ev	9.624e-03
 ex	4.345e-02
 fa	1.033e-01
 fe	1.150e-01
 ff	2.347e-03
 fi	1.408e-01
 fl	3.991e-02
 fo	3.263e-01
 fr	9.624e-02
 fu	1.761e-01
 ga	1.278e-01
 ge	1.586e-01
 gi	8.811e-03
 gl	2.643e-02
 go	4.846e-02
 gr	5.683e-01
 gu	6.167e-02
 ha	7.268e-01
 he	1.438e-01
 hi	1.597e-02
 hn	4.792e-03
 ho	7.508e-02
 hu	3.355e-02
 i 	3.559e-03
 i.	3.559e-03
 id	2.313e-02
 ig	2.135e-02
 il	1.779e-03
 im	1.601e-01
 in	7.527e-01
 ir	1.068e-02
 is	1.957e-02
 it	3.559e-03
 ja	3.846e-02
 ji	1.923e-02
 jo	5.769e-02
 ju	7.885e-01
 jv	9.615e-02
 ki	6.250e-02
 ko	8.750e-01
 ku	6.250e-02
 l 	1.871e-03
 la	6.445e-01
 ld	3.743e-04
 le	2.844e-02
 lg	7.485e-04
 li	5.614e-03
 ll	1.609e-02
 lm	1.123e-03
 ln	2.246e-03
 lo	2.691e-01
 lt	1.048e-02
 lu	1.909e-02
 ly	3.743e-04
 m 	6.186e-03
 ma	1.649e-01
 mb	1.134e-02
 me	2.557e-01
 mi	1.732e-01
 ml	1.031e-03
 mn	1.031e-02
 mo	1.134e-01
 mr	1.031e-03
 ms	1.268e-01
 mt	3.093e-03
 mu	1.227e-01
 mx	1.031e-02
 n 	1.587e-03
 na	7.619e-02
 nd	1.587e-03
 ne	1.032e-01
 ni	8.571e-02
 nm	1.111e-02
 no	5.460e-01
 nr	1.587e-03
 nu	1.730e-01
 o 	1.460e-01
 ob	2.797e-01
 oc	5.693e-02
 od	2.475e-03
 of	1.733e-02
 oj	2.475e-03
 ol	2.970e-02
 om	2.475e-03
 on	2.475e-03
 op	9.406e-02
 or	2.500e-01
 os	4.950e-03
 ot	1.114e-01
 pa	2.241e-01
 pb	5.735e-03
 pe	1.020e-01
 pg	4.097e-04
 pi	1.475e-02
 pl	2.622e-02
 po	2.384e-01
 pp	2.048e-03
 pr	3.183e-01
 ps	4.097e-04
 pt	2.048e-03
 pu	6.514e-02
 py	4.097e-04
 qu	1.000e+00
 ra	4.227e-02
 re	8.539e-01
