 be	5.953e-01
 go	2.047e-01
 mu	8.176e-02
 th	6.762e-01
 ul	4.947e-03
##s	2.759e-02
#su	1.000e-01
al.	1.514e-03
ate	2.251e-01
be 	3.157e-01
e g	2.513e-02
e t	1.280e-01
e u	1.762e-02
ely	1.319e-01
goa	1.261e-02
he 	7.142e-01
his	4.839e-01
ima	3.333e-02
is 	5.431e-01
l.#	1.481e-02
lti	1.373e-01
ly 	9.068e-01
mat	1.471e-01
mus	3.504e-01
oal	2.800e-02
rel	2.163e-02
s m	3.500e-02
st 	3.094e-01
sur	1.878e-01
t b	3.925e-02
te 	2.019e-01
the	6.583e-01
thi	1.189e-01
tim	5.143e-02
ult	1.225e-01
ure	1.901e-01
ust	2.609e-01
y t	1.635e-01
